ID,is_lens
200001,True
200002,True
200003,False
200004,True
200005,True
200006,True
200007,True
200008,False
200009,True
200010,True
200011,True
200012,True
200013,True
200014,False
200015,True
200016,False
200017,True
200018,True
200019,True
200020,True
200021,True
200022,True
200023,True
200024,True
200025,True
200026,True
200027,True
200028,True
200029,True
200030,True
200031,True
200032,True
200033,True
200034,True
200035,True
200036,True
200037,True
200038,True
200039,False
200040,True
200041,True
200042,True
200043,True
200044,False
200045,True
200046,True
200047,True
200048,True
200049,True
200050,True
200051,True
200052,True
200053,True
200054,True
200055,True
200056,True
200057,True
200058,True
200059,True
200060,True
200061,True
200062,True
200063,True
200064,True
200065,True
200066,True
200067,False
200068,True
200069,True
200070,True
200071,False
200072,True
200073,True
200074,True
200075,True
200076,False
200077,True
200078,True
200079,True
200080,True
200081,True
200082,True
200083,True
200084,True
200085,True
200086,True
200087,False
200088,True
200089,False
200090,True
200091,True
200092,True
200093,True
200094,True
200095,True
200096,True
200097,True
200098,True
200099,True
200100,True
200101,True
200102,True
200103,True
200104,True
200105,True
200106,True
200107,True
200108,True
200109,True
200110,True
200111,True
200112,True
200113,False
200114,True
200115,True
200116,False
200117,True
200118,True
200119,True
200120,True
200121,True
200122,True
200123,True
200124,True
200125,False
200126,True
200127,True
200128,False
200129,True
200130,True
200131,True
200132,True
200133,True
200134,True
200135,True
200136,True
200137,True
200138,True
200139,False
200140,False
200141,True
200142,True
200143,True
200144,True
200145,True
200146,True
200147,True
200148,True
200149,True
200150,True
200151,True
200152,True
200153,True
200154,True
200155,True
200156,True
200157,True
200158,True
200159,True
200160,True
200161,True
200162,True
200163,True
200164,True
200165,True
200166,True
200167,True
200168,True
200169,True
200170,True
200171,True
200172,True
200173,True
200174,True
200175,True
200176,True
200177,True
200178,False
200179,True
200180,True
200181,True
200182,True
200183,True
200184,True
200185,True
200186,True
200187,True
200188,False
200189,True
200190,True
200191,True
200192,True
200193,False
200194,True
200195,True
200196,True
200197,True
200198,True
200199,False
200200,True
200201,True
200202,True
200203,True
200204,True
200205,True
200206,True
200207,False
200208,True
200209,True
200210,True
200211,True
200212,True
200213,True
200214,True
200215,True
200216,True
200217,True
200218,True
200219,True
200220,True
200221,True
200222,True
200223,True
200224,True
200225,True
200226,True
200227,True
200228,True
200229,True
200230,True
200231,True
200232,True
200233,True
200234,True
200235,True
200236,True
200237,True
200238,True
200239,True
200240,True
200241,True
200242,True
200243,True
200244,True
200245,False
200246,True
200247,True
200248,True
200249,True
200250,True
200251,False
200252,True
200253,True
200254,True
200255,True
200256,True
200257,True
200258,True
200259,True
200260,True
200261,True
200262,False
200263,True
200264,True
200265,True
200266,True
200267,False
200268,True
200269,False
200270,True
200271,True
200272,True
200273,False
200274,True
200275,True
200276,True
200277,False
200278,False
200279,True
200280,True
200281,True
200282,True
200283,True
200284,True
200285,True
200286,True
200287,True
200288,True
200289,True
200290,True
200291,True
200292,True
200293,True
200294,True
200295,True
200296,False
200297,True
200298,True
200299,True
200300,True
200301,True
200302,True
200303,True
200304,True
200305,True
200306,True
200307,True
200308,True
200309,True
200310,True
200311,True
200312,True
200313,True
200314,False
200315,True
200316,False
200317,True
200318,False
200319,True
200320,True
200321,True
200322,True
200323,True
200324,True
200325,True
200326,True
200327,True
200328,True
200329,True
200330,True
200331,True
200332,True
200333,True
200334,True
200335,True
200336,True
200337,True
200338,True
200339,True
200340,False
200341,False
200342,True
200343,False
200344,True
200345,True
200346,False
200347,True
200348,True
200349,True
200350,True
200351,False
200352,True
200353,False
200354,False
200355,True
200356,True
200357,True
200358,True
200359,True
200360,True
200361,True
200362,True
200363,True
200364,True
200365,True
200366,True
200367,True
200368,True
200369,True
200370,False
200371,False
200372,False
200373,True
200374,True
200375,True
200376,True
200377,True
200378,True
200379,True
200380,True
200381,True
200382,True
200383,True
200384,True
200385,True
200386,False
200387,True
200388,True
200389,False
200390,True
200391,True
200392,True
200393,False
200394,True
200395,True
200396,True
200397,True
200398,True
200399,True
200400,True
200401,True
200402,False
200403,True
200404,True
200405,False
200406,True
200407,True
200408,True
200409,True
200410,True
200411,True
200412,True
200413,False
200414,True
200415,False
200416,True
200417,True
200418,True
200419,True
200420,True
200421,False
200422,True
200423,True
200424,True
200425,True
200426,True
200427,True
200428,True
200429,True
200430,False
200431,True
200432,False
200433,True
200434,True
200435,True
200436,True
200437,True
200438,True
200439,False
200440,True
200441,True
200442,True
200443,True
200444,True
200445,True
200446,False
200447,False
200448,True
200449,True
200450,True
200451,True
200452,True
200453,True
200454,True
200455,True
200456,True
200457,True
200458,True
200459,True
200460,True
200461,True
200462,True
200463,True
200464,True
200465,True
200466,False
200467,True
200468,True
200469,True
200470,True
200471,True
200472,True
200473,True
200474,True
200475,True
200476,True
200477,True
200478,True
200479,True
200480,True
200481,True
200482,True
200483,True
200484,True
200485,True
200486,True
200487,True
200488,True
200489,True
200490,True
200491,True
200492,True
200493,True
200494,True
200495,True
200496,True
200497,True
200498,True
200499,True
200500,True
200501,True
200502,True
200503,True
200504,True
200505,True
200506,True
200507,True
200508,True
200509,True
200510,True
200511,True
200512,True
200513,True
200514,True
200515,True
200516,True
200517,False
200518,True
200519,True
200520,True
200521,False
200522,True
200523,False
200524,True
200525,True
200526,True
200527,False
200528,True
200529,False
200530,False
200531,True
200532,True
200533,True
200534,True
200535,True
200536,True
200537,True
200538,False
200539,True
200540,True
200541,True
200542,True
200543,False
200544,True
200545,True
200546,True
200547,True
200548,True
200549,True
200550,True
200551,True
200552,True
200553,True
200554,True
200555,True
200556,True
200557,True
200558,False
200559,True
200560,True
200561,True
200562,True
200563,True
200564,True
200565,True
200566,True
200567,True
200568,True
200569,True
200570,True
200571,False
200572,True
200573,True
200574,True
200575,True
200576,True
200577,True
200578,True
200579,True
200580,True
200581,True
200582,True
200583,True
200584,False
200585,True
200586,True
200587,False
200588,True
200589,True
200590,False
200591,True
200592,True
200593,True
200594,True
200595,True
200596,True
200597,False
200598,True
200599,True
200600,True
200601,True
200602,True
200603,True
200604,True
200605,False
200606,True
200607,False
200608,True
200609,True
200610,True
200611,True
200612,True
200613,True
200614,True
200615,True
200616,True
200617,True
200618,True
200619,True
200620,True
200621,True
200622,True
200623,True
200624,True
200625,True
200626,True
200627,False
200628,True
200629,True
200630,False
200631,True
200632,True
200633,True
200634,True
200635,True
200636,True
200637,True
200638,True
200639,True
200640,True
200641,True
200642,True
200643,True
200644,True
200645,True
200646,True
200647,False
200648,True
200649,True
200650,False
200651,True
200652,False
200653,True
200654,True
200655,False
200656,True
200657,True
200658,False
200659,True
200660,True
200661,True
200662,True
200663,True
200664,True
200665,True
200666,True
200667,True
200668,False
200669,True
200670,True
200671,True
200672,True
200673,True
200674,True
200675,True
200676,True
200677,True
200678,True
200679,True
200680,True
200681,True
200682,False
200683,True
200684,True
200685,True
200686,True
200687,True
200688,True
200689,True
200690,True
200691,True
200692,True
200693,True
200694,True
200695,True
200696,True
200697,True
200698,True
200699,True
200700,True
200701,True
200702,True
200703,False
200704,True
200705,True
200706,True
200707,True
200708,True
200709,True
200710,True
200711,True
200712,True
200713,False
200714,True
200715,True
200716,True
200717,True
200718,True
200719,True
200720,True
200721,True
200722,True
200723,True
200724,True
200725,False
200726,True
200727,True
200728,True
200729,True
200730,True
200731,True
200732,True
200733,True
200734,True
200735,True
200736,True
200737,True
200738,True
200739,True
200740,True
200741,True
200742,True
200743,True
200744,True
200745,True
200746,True
200747,True
200748,True
200749,True
200750,True
200751,True
200752,True
200753,True
200754,True
200755,True
200756,True
200757,False
200758,True
200759,True
200760,True
200761,True
200762,False
200763,False
200764,True
200765,False
200766,True
200767,True
200768,True
200769,True
200770,True
200771,True
200772,True
200773,True
200774,True
200775,True
200776,True
200777,True
200778,True
200779,True
200780,True
200781,True
200782,False
200783,True
200784,True
200785,True
200786,True
200787,True
200788,True
200789,True
200790,True
200791,True
200792,True
200793,True
200794,True
200795,True
200796,True
200797,True
200798,True
200799,True
200800,True
200801,True
200802,True
200803,False
200804,True
200805,True
200806,True
200807,True
200808,True
200809,True
200810,True
200811,True
200812,True
200813,True
200814,True
200815,True
200816,True
200817,True
200818,True
200819,True
200820,True
200821,True
200822,True
200823,True
200824,False
200825,True
200826,True
200827,True
200828,True
200829,True
200830,True
200831,True
200832,True
200833,True
200834,True
200835,True
200836,False
200837,True
200838,True
200839,False
200840,True
200841,True
200842,True
200843,True
200844,True
200845,True
200846,True
200847,True
200848,True
200849,True
200850,True
200851,True
200852,True
200853,True
200854,True
200855,True
200856,False
200857,True
200858,False
200859,True
200860,True
200861,True
200862,True
200863,True
200864,True
200865,True
200866,True
200867,True
200868,True
200869,True
200870,True
200871,True
200872,True
200873,True
200874,True
200875,True
200876,True
200877,True
200878,True
200879,True
200880,True
200881,True
200882,True
200883,True
200884,True
200885,True
200886,True
200887,True
200888,True
200889,False
200890,True
200891,True
200892,True
200893,True
200894,True
200895,True
200896,True
200897,False
200898,True
200899,True
200900,True
200901,True
200902,True
200903,True
200904,True
200905,True
200906,True
200907,True
200908,True
200909,True
200910,True
200911,False
200912,True
200913,True
200914,True
200915,True
200916,True
200917,True
200918,True
200919,True
200920,False
200921,True
200922,True
200923,True
200924,True
200925,True
200926,True
200927,True
200928,True
200929,True
200930,False
200931,True
200932,True
200933,True
200934,True
200935,True
200936,True
200937,True
200938,True
200939,True
200940,False
200941,True
200942,True
200943,True
200944,True
200945,True
200946,False
200947,True
200948,True
200949,True
200950,True
200951,True
200952,True
200953,True
200954,True
200955,True
200956,True
200957,True
200958,True
200959,True
200960,True
200961,True
200962,True
200963,False
200964,True
200965,True
200966,True
200967,True
200968,True
200969,True
200970,False
200971,True
200972,True
200973,True
200974,True
200975,True
200976,True
200977,True
200978,True
200979,True
200980,True
200981,False
200982,True
200983,True
200984,True
200985,True
200986,True
200987,True
200988,True
200989,True
200990,True
200991,True
200992,False
200993,True
200994,True
200995,True
200996,True
200997,True
200998,True
200999,True
201000,True
201001,True
201002,True
201003,True
201004,True
201005,True
201006,True
201007,False
201008,True
201009,True
201010,True
201011,True
201012,True
201013,True
201014,True
201015,True
201016,True
201017,True
201018,True
201019,False
201020,True
201021,True
201022,True
201023,True
201024,True
201025,True
201026,True
201027,True
201028,True
201029,False
201030,True
201031,True
201032,True
201033,True
201034,True
201035,True
201036,True
201037,True
201038,False
201039,True
201040,False
201041,False
201042,True
201043,True
201044,True
201045,True
201046,True
201047,True
201048,False
201049,True
201050,True
201051,True
201052,False
201053,True
201054,True
201055,True
201056,True
201057,True
201058,False
201059,True
201060,False
201061,True
201062,True
201063,False
201064,True
201065,True
201066,True
201067,True
201068,True
201069,True
201070,True
201071,True
201072,True
201073,True
201074,True
201075,True
201076,False
201077,True
201078,True
201079,False
201080,True
201081,True
201082,True
201083,False
201084,True
201085,True
201086,True
201087,True
201088,True
201089,True
201090,True
201091,True
201092,True
201093,True
201094,True
201095,True
201096,True
201097,True
201098,False
201099,False
201100,True
201101,True
201102,True
201103,True
201104,False
201105,True
201106,True
201107,False
201108,True
201109,True
201110,True
201111,True
201112,True
201113,True
201114,True
201115,True
201116,True
201117,True
201118,True
201119,True
201120,True
201121,True
201122,True
201123,True
201124,True
201125,True
201126,True
201127,True
201128,True
201129,True
201130,False
201131,True
201132,False
201133,True
201134,True
201135,True
201136,True
201137,True
201138,True
201139,False
201140,True
201141,True
201142,True
201143,True
201144,True
201145,True
201146,True
201147,True
201148,False
201149,True
201150,True
201151,True
201152,True
201153,True
201154,True
201155,True
201156,True
201157,True
201158,False
201159,True
201160,True
201161,True
201162,False
201163,True
201164,True
201165,True
201166,True
201167,True
201168,False
201169,True
201170,True
201171,True
201172,True
201173,True
201174,True
201175,True
201176,True
201177,True
201178,True
201179,True
201180,True
201181,True
201182,True
201183,True
201184,True
201185,True
201186,True
201187,True
201188,False
201189,True
201190,True
201191,True
201192,True
201193,True
201194,True
201195,True
201196,True
201197,False
201198,True
201199,True
201200,True
201201,True
201202,True
201203,True
201204,False
201205,False
201206,True
201207,True
201208,False
201209,True
201210,True
201211,True
201212,True
201213,True
201214,True
201215,True
201216,True
201217,True
201218,True
201219,True
201220,True
201221,True
201222,False
201223,True
201224,True
201225,True
201226,True
201227,True
201228,True
201229,True
201230,True
201231,True
201232,True
201233,True
201234,True
201235,True
201236,True
201237,False
201238,True
201239,True
201240,True
201241,True
201242,True
201243,True
201244,True
201245,False
201246,True
201247,True
201248,True
201249,True
201250,True
201251,True
201252,True
201253,True
201254,False
201255,True
201256,False
201257,True
201258,True
201259,True
201260,True
201261,False
201262,True
201263,True
201264,True
201265,True
201266,True
201267,True
201268,True
201269,True
201270,True
201271,True
201272,True
201273,True
201274,True
201275,True
201276,True
201277,True
201278,True
201279,True
201280,True
201281,True
201282,False
201283,True
201284,True
201285,True
201286,True
201287,True
201288,True
201289,True
201290,True
201291,True
201292,True
201293,True
201294,True
201295,True
201296,True
201297,True
201298,True
201299,True
201300,True
201301,False
201302,True
201303,False
201304,True
201305,True
201306,True
201307,True
201308,True
201309,True
201310,True
201311,True
201312,True
201313,True
201314,True
201315,True
201316,True
201317,True
201318,True
201319,True
201320,True
201321,True
201322,True
201323,True
201324,True
201325,True
201326,True
201327,True
201328,True
201329,True
201330,True
201331,True
201332,True
201333,True
201334,True
201335,True
201336,True
201337,True
201338,True
201339,True
201340,True
201341,True
201342,True
201343,True
201344,True
201345,True
201346,True
201347,True
201348,True
201349,True
201350,True
201351,True
201352,True
201353,True
201354,True
201355,True
201356,True
201357,True
201358,True
201359,True
201360,False
201361,True
201362,True
201363,True
201364,False
201365,True
201366,True
201367,True
201368,False
201369,True
201370,True
201371,True
201372,True
201373,True
201374,True
201375,True
201376,True
201377,True
201378,True
201379,False
201380,True
201381,True
201382,True
201383,True
201384,True
201385,True
201386,True
201387,True
201388,True
201389,True
201390,True
201391,True
201392,True
201393,True
201394,True
201395,True
201396,True
201397,False
201398,True
201399,True
201400,True
201401,False
201402,True
201403,False
201404,True
201405,False
201406,True
201407,True
201408,True
201409,True
201410,True
201411,True
201412,True
201413,True
201414,True
201415,True
201416,True
201417,True
201418,True
201419,True
201420,False
201421,True
201422,True
201423,True
201424,True
201425,True
201426,True
201427,True
201428,True
201429,True
201430,False
201431,True
201432,True
201433,True
201434,True
201435,True
201436,True
201437,True
201438,False
201439,True
201440,True
201441,False
201442,True
201443,True
201444,False
201445,True
201446,True
201447,True
201448,True
201449,True
201450,True
201451,True
201452,True
201453,True
201454,True
201455,True
201456,True
201457,True
201458,True
201459,True
201460,True
201461,True
201462,True
201463,True
201464,True
201465,True
201466,True
201467,True
201468,True
201469,True
201470,True
201471,True
201472,True
201473,True
201474,True
201475,True
201476,True
201477,True
201478,True
201479,False
201480,True
201481,True
201482,True
201483,True
201484,True
201485,True
201486,True
201487,True
201488,True
201489,True
201490,True
201491,True
201492,True
201493,True
201494,True
201495,True
201496,False
201497,True
201498,True
201499,True
201500,False
201501,False
201502,True
201503,True
201504,True
201505,True
201506,True
201507,True
201508,True
201509,True
201510,True
201511,True
201512,True
201513,True
201514,True
201515,True
201516,True
201517,True
201518,True
201519,True
201520,True
201521,True
201522,False
201523,True
201524,True
201525,True
201526,True
201527,False
201528,True
201529,True
201530,True
201531,True
201532,True
201533,True
201534,True
201535,True
201536,True
201537,True
201538,True
201539,True
201540,False
201541,True
201542,True
201543,True
201544,True
201545,True
201546,True
201547,True
201548,True
201549,True
201550,True
201551,True
201552,True
201553,True
201554,True
201555,True
201556,True
201557,False
201558,True
201559,True
201560,True
201561,True
201562,True
201563,False
201564,True
201565,True
201566,True
201567,True
201568,True
201569,True
201570,True
201571,True
201572,True
201573,True
201574,True
201575,True
201576,True
201577,True
201578,True
201579,False
201580,True
201581,True
201582,True
201583,True
201584,True
201585,True
201586,True
201587,True
201588,True
201589,True
201590,True
201591,True
201592,True
201593,True
201594,True
201595,True
201596,False
201597,True
201598,True
201599,True
201600,True
201601,True
201602,True
201603,True
201604,True
201605,True
201606,True
201607,True
201608,True
201609,False
201610,True
201611,True
201612,True
201613,True
201614,True
201615,True
201616,True
201617,True
201618,True
201619,True
201620,True
201621,False
201622,False
201623,True
201624,True
201625,True
201626,False
201627,True
201628,True
201629,True
201630,True
201631,True
201632,False
201633,True
201634,False
201635,True
201636,True
201637,False
201638,True
201639,True
201640,True
201641,True
201642,False
201643,True
201644,True
201645,True
201646,False
201647,True
201648,True
201649,True
201650,True
201651,True
201652,True
201653,True
201654,True
201655,True
201656,True
201657,True
201658,True
201659,True
201660,True
201661,True
201662,True
201663,True
201664,True
201665,True
201666,True
201667,True
201668,True
201669,True
201670,True
201671,True
201672,True
201673,True
201674,False
201675,True
201676,True
201677,True
201678,False
201679,True
201680,True
201681,True
201682,True
201683,True
201684,True
201685,True
201686,True
201687,True
201688,True
201689,True
201690,True
201691,True
201692,True
201693,True
201694,True
201695,True
201696,True
201697,True
201698,True
201699,False
201700,True
201701,False
201702,True
201703,True
201704,True
201705,True
201706,True
201707,True
201708,True
201709,True
201710,True
201711,True
201712,True
201713,True
