ID,is_lens
225992,1
258639,1
216983,1
248778,1
241634,0
210564,0
229879,1
213176,0
201987,1
280731,1
250163,1
209710,1
272040,1
295788,0
231955,1
284861,0
280859,0
280364,1
293918,1
212107,0
201592,1
273512,1
260081,1
249106,1
298152,1
229425,0
253576,1
257808,0
237942,1
295894,0
217389,0
221797,1
241394,0
240024,0
233593,0
203716,1
269691,1
210006,1
290020,1
216360,0
239978,0
207445,0
276363,0
259853,0
200765,0
212971,1
241253,1
250443,0
270059,1
211151,1
279141,1
285409,0
282597,1
278052,1
225848,0
235588,1
247103,0
250867,0
236026,1
271655,1
226306,0
272705,0
277627,0
285552,1
210614,0
251215,0
245116,1
245680,0
257519,0
225875,0
247918,0
255893,0
228346,0
227792,1
287312,0
258805,1
259917,1
219735,1
221960,1
202275,0
229570,1
282120,1
201473,1
266308,0
299576,0
297512,1
299314,0
268754,1
277004,1
271476,1
242638,1
287474,1
219863,0
262677,0
288018,0
212615,0
298363,0
257628,0
243157,1
240164,0
287587,0
217778,1
292937,0
282773,0
243979,0
208425,1
264450,1
275392,1
213240,0
238361,1
267386,0
298331,1
211886,1
210270,1
248869,1
203919,0
284779,1
208172,1
228662,0
286571,0
271691,0
217615,0
253779,0
286548,0
285117,0
268369,1
241763,1
287055,0
232681,1
244278,1
237224,1
274985,1
284576,0
282714,0
252447,1
289366,0
287268,0
243377,0
231313,1
296276,1
259959,0
201357,1
239793,1
219201,0
266593,1
201284,1
249536,1
286152,0
271208,1
256487,0
229776,1
269543,1
283758,1
223046,0
289054,0
251890,0
225426,0
288970,1
213237,1
236933,1
299882,1
260164,0
254843,1
263623,0
239262,1
252332,1
247210,0
218618,1
283621,0
279368,0
225095,1
291505,0
291580,1
241562,0
228011,0
239740,1
234658,1
226619,1
243432,1
231244,1
248242,0
270093,1
236904,0
206241,1
253520,0
220393,0
276070,1
261116,1
259192,0
254285,0
209819,0
249428,1
204043,0
225802,1
213007,0
290906,0
203625,0
219287,1
219770,1
238451,0
247026,1
291564,1
275954,1
224582,1
253797,1
249959,1
230094,1
291846,1
249755,1
237319,0
220602,0
231439,0
206026,1
254344,1
282269,1
229255,1
245117,1
295615,0
295419,1
287721,0
230098,1
266054,1
278470,0
260873,0
227512,1
265460,0
224203,1
273852,1
202435,1
225545,1
267889,0
228328,1
249797,0
240142,1
227668,1
263225,1
241258,0
225864,0
264774,1
242805,0
275831,0
291358,0
258598,1
281580,1
216359,1
269537,0
241929,1
268871,0
267182,1
278883,0
224292,0
224873,1
292520,1
203965,0
274106,1
256618,1
251786,1
200071,0
252026,1
279879,1
284632,0
285335,0
201591,0
223942,0
232159,1
270838,1
208277,0
236354,1
287887,1
240185,1
292293,0
292662,0
240610,0
204194,1
208083,1
232663,0
260311,1
251453,1
267647,1
205118,1
278463,1
215881,1
252134,1
233700,1
281965,0
290817,1
217287,0
208269,0
260482,1
230372,0
264651,0
219493,1
264446,0
279003,1
201058,0
259668,0
234739,0
271372,0
259004,0
257196,0
221230,0
245466,0
282807,1
284765,1
298193,1
278526,1
289276,0
211980,0
228368,1
247447,0
222105,0
209149,0
208684,0
293331,0
290365,0
262652,1
243176,1
291670,1
293491,0
222018,1
235089,0
209315,1
206205,1
264180,0
258663,0
272343,0
210637,1
261214,1
219503,1
209266,0
212390,1
208366,1
232646,1
283808,0
203429,1
226608,1
227150,1
223203,0
260139,1
205126,0
259179,1
217128,1
256580,0
268010,0
203203,0
250946,0
275006,0
256676,1
285275,1
201547,1
218120,1
271189,1
206170,0
224042,0
258518,0
274684,1
233340,1
287013,0
214665,1
282110,0
235740,0
235261,1
254790,0
262138,1
251211,0
271944,1
219827,0
291865,0
284098,0
203671,1
208199,0
266006,0
281498,1
217363,0
230151,1
250936,0
207714,0
296263,1
239904,1
289410,0
291798,1
258406,1
236139,1
236546,1
222226,0
218971,1
242206,1
292222,1
250911,1
245761,1
269976,1
290177,0
208097,0
279239,0
283892,0
270564,0
240935,0
206792,0
276275,1
204378,1
282920,1
225976,0
297677,0
270724,1
214807,0
253065,1
249026,0
280824,0
273697,0
299618,0
212975,1
292888,1
242859,1
266605,1
283917,0
243286,1
254993,0
211944,1
287795,0
275312,0
296425,1
204430,0
212524,0
261591,0
220871,0
254941,1
211679,1
265507,1
218972,1
266001,0
232449,0
236197,0
260064,0
293724,1
243384,0
265083,1
225237,1
237566,0
220300,0
257910,0
211149,0
218011,1
239208,0
272800,1
232103,1
213887,1
217394,0
246600,0
248391,0
289008,1
242769,0
226176,1
217446,0
289624,1
243714,0
285866,0
233583,1
230570,0
274426,1
203574,1
272188,1
236859,0
293661,0
221025,0
229052,1
277930,1
255133,0
266934,1
272689,1
217444,1
241130,0
286478,0
224956,1
286935,1
228474,1
218557,1
252275,0
253436,1
274044,1
298484,1
231565,1
231546,1
283891,0
260555,1
287539,0
295863,1
247160,0
235201,0
280657,1
227436,0
270416,0
287215,0
290987,0
290920,0
204876,0
235808,0
270601,0
238717,1
212043,1
200432,0
274249,0
240844,0
261234,1
223442,1
220664,1
279125,1
229643,1
224008,1
256709,0
278080,1
260939,1
269264,0
276924,0
232050,1
260258,0
221349,1
279182,0
278414,0
299042,1
249292,1
226130,1
284876,1
269658,0
252122,1
208468,1
296651,1
232348,1
288077,0
210244,0
260057,0
218341,0
213797,0
275709,1
254437,0
224091,1
284424,0
269133,0
263153,1
279467,0
210853,0
252171,0
254620,1
297357,0
276561,0
227143,0
218232,1
208588,0
270039,1
213239,1
236634,1
299037,0
260082,1
221539,1
259983,0
234099,0
202096,1
203606,1
243086,1
241810,1
225321,0
216792,1
287605,1
273364,0
